, PRODUCT A ,exp,err, PRODUCT B ,exp,err, PRODUCT C ,exp,err, PRODUCT D ,exp,err
DATE, Daily Sales ,0.05,, Daily Sales ,0.05,, Daily Sales ,0.05,, Daily Sales ,0.05,
12-Oct-11,"4,955",4911.418811,1742.134687,540,540.3696657,239.0023428,25,23.75000683,14.43367789,"7,290",6950.319156,3935.895534
13-Oct-11,"1,143",1331.420941,2466.155993,304,315.8184833,191.3211439,,1.187500341,14.43367789,846,1151.215958,5274.437295
14-Oct-11,211,267.021047,2324.940962,,15.79092416,136.5348307,,0.059375017,14.43367789,192,239.9607979,5302.076257
17-Oct-11,"3,022",2884.251052,2771.65609,348,331.3895462,235.3957582,,0.002968751,#DIV/0!,600,581.9980399,3573.627281
18-Oct-11,"5,700",5559.212553,2364.578486,"1,002",968.4694773,432.0807219,,0.000148438,#DIV/0!,"9,684",9228.899902,5288.231058
19-Oct-11,"1,264",1478.760628,3364.877513,24,71.22347387,695.7259624,1,0.950007422,0.577264569,264,712.2449951,7378.922644
20-Oct-11,"1,191",1205.388031,2969.854047,3,6.411173693,669.9242287,22,20.94750037,12.16692087,"1,830",1774.11225,7404.171036
21-Oct-11,250,297.7694016,2545.874005,,0.320558685,546.7104767,,1.047375019,12.16692087,186,265.4056125,5295.938916
24-Oct-11,"2,374",2270.18847,1329.950622,343,325.8660279,201.7288955,,0.052368751,12.15321888,570,554.7702806,1134.938252
25-Oct-11,"4,650",4531.009424,1904.993675,488,479.8933014,218.8733457,,0.002618438,#DIV/0!,438,443.838514,936.0401625
26-Oct-11,"4,078",4100.650471,1842.050846,234,246.2946651,260.8832051,2,1.900130922,1.153188783,"7,116",6782.391926,3856.775507
27-Oct-11,985,1140.782524,2278.595936,24,35.11473325,213.0460503,24,22.89500655,12.81137185,690,994.6195963,5216.915231
28-Oct-11,660,684.0391262,1838.80824,,1.755736663,191.3795825,,1.144750327,12.81137185,510,534.2309798,5223.977872
31-Oct-11,670,670.7019563,1820.130654,498,473.1877868,313.9391061,,0.057237516,12.75936536,,26.71154899,3528.554734
01-Nov-11,"3,154",3029.835098,1460.37873,468,468.2593893,286.5224145,,0.002861876,#DIV/0!,534,508.6355774,405.0505012
02-Nov-11,"5,708",5574.091755,2108.675217,540,536.4129695,289.500718,,0.000143094,#DIV/0!,"7,464",7116.231779,4026.348049
03-Nov-11,"1,237",1453.854588,3273.616823,,26.82064847,41.52761471,25,23.75000715,14.43367411,336,675.0115889,5615.632312
04-Nov-11,275,333.9427294,3020.630744,,1.341032424,41.41946088,,1.187500358,14.43367411,156,181.9505794,5615.989383
07-Nov-11,"2,912",2783.097136,2991.456854,504,478.8670516,290.2102902,,0.059375018,14.43367411,450,436.597529,3929.069716
08-Nov-11,"6,850",6646.654857,2862.153987,504,502.7433526,290.5728267,,0.002968751,#DIV/0!,252,261.2298764,353.6946748
09-Nov-11,"3,708",3854.932743,3256.878391,432,435.5371676,293.4293355,,0.000148438,#DIV/0!,"7,560",7195.061494,4218.134345
10-Nov-11,"1,078",1216.846637,3310.928708,18,38.87685838,244.9309926,31,29.45000742,17.89777264,816,1134.953075,5597.575282
11-Nov-11,200,250.8423319,2407.005395,,1.943842919,244.5007896,,1.472500371,17.89777264,168,216.3476537,5624.336083
14-Nov-11,"2,718",2594.642117,2223.525691,306,290.7971921,298.2098998,,0.073625019,17.89777264,750,723.3173827,3737.744802
15-Nov-11,"5,117",4990.882106,2119.994759,420,413.5398596,190.7384878,,0.003681251,#DIV/0!,"3,600",3456.165869,1779.05274
16-Nov-11,"4,716",4729.744105,2043.258543,759,741.726993,275.9747699,1,0.950184063,0.575224898,"7,338",7143.908293,2806.464201
17-Nov-11,"1,452",1615.887205,2393.146874,72,105.4863496,441.425841,29,27.5975092,16.20478145,876,1189.395415,4569.121487
18-Nov-11,"2,138",2111.89436,1922.825036,,5.274317482,435.07737,,1.37987546,16.20478145,372,412.8697707,4282.656724
21-Nov-11,600,675.594718,2105.709124,42,40.16371587,387.2479916,,0.068993773,16.19456878,276,282.8434885,3650.275924
22-Nov-11,"7,989",7623.329736,4322.203263,"1,322",1257.908186,740.3722116,,0.003449689,#DIV/0!,"6,264",5964.942174,3486.2158
23-Nov-11,150,523.6664868,6099.791765,,62.89540929,740.3722116,,0.000172484,#DIV/0!,156,446.4471087,4814.449631
28-Nov-11,"1,979",1906.233324,6095.204393,327,313.7947705,755.6135463,,8.62422E-06,#DIV/0!,498,495.4223554,4813.893092
29-Nov-11,"4,912",4761.711666,4725.931523,486,477.3897385,182.0310193,29,27.55000043,16.74315283,"3,834",3667.071118,3868.357428
30-Nov-11,"2,404",2521.885583,2360.185956,372,377.2694869,191.931301,,1.377500022,16.74315283,60,240.3535559,2837.823135
01-Dec-11,"1,160",1228.094279,2341.521582,6,24.56347435,243.9963593,,0.068875001,16.74315283,636,616.2176778,2846.846141
02-Dec-11,641,670.354714,1608.126895,,1.228173717,222.8213252,,0.00344375,#DIV/0!,756,749.0108839,2096.587486
05-Dec-11,"1,898",1836.617736,1111.534222,362,343.9614087,298.8853418,,0.000172188,#DIV/0!,444,459.2505442,299.5033921
06-Dec-11,"5,008",4849.430887,1992.440556,504,495.9980704,227.8659411,,8.60938E-06,#DIV/0!,,22.96252721,193.7100384
07-Dec-11,"4,714",4720.771544,1964.952921,582,577.6999035,233.2130594,,4.30469E-07,#DIV/0!,"3,798",3609.248126,2186.621409
08-Dec-11,"1,064",1246.838577,2795.710114,50,76.38499518,322.2193201,38,36.10000002,21.93930998,"6,800",6640.462406,2853.758074
09-Dec-11,121,177.2919289,2210.417167,,3.819249759,308.6872852,,1.805000001,21.93930998,120,446.0231203,4723.989678
12-Dec-11,"2,655",2531.114596,2631.762902,684,649.9909625,497.0288527,,0.09025,21.93930998,"3,870",3698.801156,4633.96681
13-Dec-11,"8,036",7760.75573,3545.434298,510,516.9995481,400.9336282,,0.0045125,#DIV/0!,444,606.7400578,4648.791177
14-Dec-11,"5,234",5360.337786,3778.328339,570,567.3499774,402.0996437,5,4.750225625,2.884146053,"3,780",3621.337003,3285.672275
15-Dec-11,882,1105.916889,4349.090601,,28.36749887,86.42244592,30,28.73751128,14.86052939,702,847.9668501,3119.072392
16-Dec-11,"3,188",3083.895844,3202.867149,,1.418374944,30.59982516,,1.436875564,14.86052939,744,749.1983425,2490.175115
19-Dec-11,"1,010",1113.694792,3092.551448,360,342.0709187,207.0271978,36,34.27184378,24.71275431,600,607.4599171,1688.746852
20-Dec-11,"5,582",5358.58474,3087.710343,588,575.7035459,251.0391037,,1.713592189,19.9550292,522,526.2729959,116.0066791
21-Dec-11,"7,427",7323.579237,3084.64677,648,644.3851773,254.4855412,,0.085679609,19.9550292,"6,606",6302.01365,3511.535466
22-Dec-11,"2,580",2817.178962,3947.388888,88,115.8192589,353.681757,,0.00428398,#DIV/0!,"4,188",4293.700682,3716.604075
23-Dec-11,"1,420",1489.858948,3094.726413,,5.790962943,323.929644,,0.000214199,#DIV/0!,"1,074",1234.985034,4155.261991
27-Dec-11,"5,287",5097.142947,3599.626518,362,344.1895481,381.4224882,5,4.75001071,2.886627678,324,369.5492517,2285.127271
28-Dec-11,"3,129",3227.407147,2597.689735,24,40.00947741,276.5298205,,0.237500535,2.886627678,"6,090",5803.977463,3826.221939
29-Dec-11,,161.3703574,2469.268909,2,3.90047387,277.399198,6,5.711875027,4.404704233,102,387.0988731,4692.760292
30-Dec-11,52,57.46851787,1138.061003,,0.195023694,186.15949,,0.285593751,3.326980617,90,104.8549437,4666.34659
03-Jan-12,"1,147",1092.523426,632.2026905,"1,164",1105.809751,672.2813754,62,58.91427969,35.78581813,558,535.3427472,3306.869374
04-Jan-12,"5,100",4899.626171,2398.534915,510,539.7904876,754.8578856,,2.945713984,35.63082906,"10,092",9614.167137,5526.400457
05-Jan-12,776,982.1813086,3378.916993,36,61.18952438,808.957382,,0.147285699,35.63082906,642,1090.608357,7572.64422
06-Jan-12,156,197.3090654,3353.939815,,3.059476219,450.4790469,,0.007364285,#DIV/0!,258,299.6304178,7583.374747
09-Jan-12,"5,823",5541.715453,4055.254486,354,336.4529738,354.4780701,,0.000368214,#DIV/0!,402,396.8815209,5202.675573
10-Jan-12,"2,010",2186.585773,3864.539131,42,56.72264869,264.4880621,,1.84107E-05,#DIV/0!,132,145.244076,507.8971114
11-Jan-12,"3,920",3833.329289,3963.421814,"1,098",1045.936132,656.7902576,,9.20536E-07,#DIV/0!,"6,306",5997.962204,3560.690724
12-Jan-12,"1,303",1429.516464,2700.636051,24,75.09680662,859.3242568,,4.60268E-08,#DIV/0!,876,1132.09811,4628.159195
13-Jan-12,357,410.6258232,1875.951559,,3.754840331,842.3403867,,2.30134E-09,#DIV/0!,174,221.9049055,4658.589284
16-Jan-12,"1,992",1912.931291,1830.628504,222,211.087742,603.319818,,1.15067E-10,#DIV/0!,420,410.0952453,3010.630636
17-Jan-12,"3,351",3279.096565,1380.709656,390,381.0543871,162.9320367,,5.75335E-12,#DIV/0!,138,151.6047623,586.2961361
18-Jan-12,"4,976",4891.154828,1575.676275,396,395.2527194,163.1603681,2,1.9,1.154700538,"13,200",12547.58024,7536.000172
19-Jan-12,,244.5577414,1284.201812,,19.76263597,103.6548237,23,21.945,12.23669345,72,695.7790119,10423.92691
20-Jan-12,850,819.7278871,1040.198955,,0.988131798,8.628853631,,1.09725,12.23669345,528,536.3889506,10423.19321
23-Jan-12,"1,944",1887.786394,737.2354017,456,433.2494066,262.7012246,,0.0548625,12.18209068,516,517.0194475,7203.440562
24-Jan-12,"6,034",5826.68932,2504.771139,432,432.0624703,262.702215,,0.002743125,#DIV/0!,"3,690",3531.350972,1834.518201
25-Jan-12,"2,227",2406.984466,3235.884127,396,397.8031235,263.5260031,,0.000137156,#DIV/0!,"10,836",10470.76755,4598.047365
26-Jan-12,"2,254",2261.649223,3171.343286,12,31.29015618,223.7156774,26,24.70000686,15.01102781,"1,164",1629.338377,7072.048859
27-Jan-12,64,173.8824612,2436.584327,,1.564507809,223.7145144,,1.235000343,15.01102781,156,229.6669189,6883.423218
30-Jan-12,"2,057",1962.844123,1673.240172,393,373.4282254,317.3146675,,0.061750017,15.01102781,456,444.6833459,5441.748336
31-Jan-12,"4,465",4339.892206,2208.813996,504,497.4714113,238.2370898,,0.003087501,#DIV/0!,"3,456",3305.434167,1939.929606
01-Feb-12,"3,714",3745.29461,1843.787474,546,543.5735706,239.8789673,3,2.850154375,1.730268238,"5,082",4993.171708,2022.823177
02-Feb-12,789,936.8147305,2265.112426,24,49.97867853,310.5697493,26,24.84250772,13.47710203,744,956.4585854,3176.983599
03-Feb-12,226,261.5407365,1792.268252,,2.498933926,301.2815511,,1.242125386,13.47710203,168,207.4229293,2697.734439
06-Feb-12,"2,488",2376.677037,2175.780033,240,228.1249467,329.8299823,,0.062106269,13.3655696,624,603.1711465,2506.701924
07-Feb-12,"5,010",4878.333852,2032.795141,450,438.9062473,187.6479822,,0.003105313,#DIV/0!,"3,906",3740.858557,1975.169346
08-Feb-12,"3,292",3371.316693,2191.496123,444,443.7453124,187.671026,1,0.950155266,0.575557416,"6,366",6234.742928,2447.691599
09-Feb-12,992,1110.965835,2244.399908,42,62.08726562,264.9866548,28,26.64750776,15.62783733,"1,014",1275.037146,3875.401173
10-Feb-12,255,297.7982917,1723.395923,,3.104363281,231.9664073,,1.332375388,15.62783733,96,154.9518573,3441.785046
13-Feb-12,"4,580",4365.889915,2871.183084,716,680.3552182,472.4473462,,0.066618769,15.61723514,648,623.3475929,3103.190927
14-Feb-12,"3,958",3978.394496,2532.21268,866,856.7177609,425.3172047,,0.003330938,#DIV/0!,"4,212",4032.56738,2199.367421
15-Feb-12,"3,469",3494.469725,2500.873741,13,55.18588805,646.669373,,0.000166547,#DIV/0!,"3,750",3764.128369,2097.7263
16-Feb-12,"2,595",2639.973486,641.5872818,,2.759294402,498.7730429,36,34.20000833,20.78451353,"1,344",1465.006418,2504.349
17-Feb-12,130,255.4986743,1567.215731,,0.13796472,487.1206764,,1.710000416,20.78451353,264,324.0503209,1568.362422
20-Feb-12,,12.77493372,1539.37354,6,5.706898236,3.384447647,,0.085500021,20.78451353,,16.20251605,1559.854453
21-Feb-12,"6,898",6553.738747,4231.086981,770,731.7853449,441.277807,,0.004275001,#DIV/0!,"3,390",3221.310126,2067.601338
22-Feb-12,"2,958",3137.786937,4484.627868,522,532.4892672,457.5981497,2,1.90021375,1.152232365,"7,236",7035.265506,3027.6638
23-Feb-12,"1,144",1243.689347,4630.005317,6,32.32446336,549.3465163,27,25.74501069,14.53710411,846,1155.463275,4683.561741
24-Feb-12,50,109.6844673,2471.802159,,1.616223168,327.2108594,,1.287250534,14.53710411,18,74.87316377,4309.623533
27-Feb-12,"2,220",2114.484223,1812.320084,408,387.6808112,383.9872926,29,27.61436253,21.58700035,666,636.4436582,3649.212753
28-Feb-12,"4,692",4563.124211,2043.029897,264,270.1840406,245.2513793,,1.380718126,15.99996336,"3,396",3258.022183,1756.739863
29-Feb-12,"3,782",3821.056211,1975.447144,390,384.009202,254.8205782,,0.069035906,15.99996336,"3,762",3736.801109,1655.151129
01-Mar-12,"1,360",1483.052811,2106.382387,216,224.4004601,138.900323,,0.003451795,#DIV/0!,726,876.5400555,2375.855506
02-Mar-12,250,311.6526405,1652.006047,,11.22002301,119.1399123,,0.00017259,#DIV/0!,102,140.7270028,1818.316919
05-Mar-12,"2,340",2238.582632,1974.116673,372,353.9610012,229.774733,,8.62949E-06,#DIV/0!,330,320.5363501,1798.208357
06-Mar-12,"5,103",4959.779132,2147.828291,480,473.6980501,220.6415049,,4.31474E-07,#DIV/0!,"3,666",3498.726818,1985.603485
07-Mar-12,"3,582",3650.888957,2176.95163,534,530.9849025,223.3713994,39,37.05000002,22.51666025,"4,578",4524.036341,2032.468278
08-Mar-12,"1,531",1636.994448,2205.832525,24,49.34924513,303.6202923,,1.852500001,22.51666025,"1,392",1548.601817,2718.247553
09-Mar-12,255,324.0997224,1663.541722,,2.467462256,294.771107,,0.092625,22.51666025,66,140.1300909,2095.438728
12-Mar-12,"2,824",2699.004986,2053.723386,270,256.6233731,330.9619062,,0.00463125,#DIV/0!,792,759.4065045,2035.738536
13-Mar-12,"6,267",6088.600249,2638.812768,550,535.3311687,229.2331447,,0.000231563,#DIV/0!,"3,438",3304.070325,1807.199089
14-Mar-12,"3,252",3393.830012,3001.465797,546,545.4665584,229.3158869,2,1.900011578,1.154566846,"2,730",2758.703516,1625.76692
15-Mar-12,"1,361",1462.641501,2881.509284,24,50.07332792,345.5001402,32,30.49500058,17.41654746,738,839.0351758,1965.338186
16-Mar-12,200,263.132075,2142.658971,,2.503666396,301.1318623,,1.524750029,17.41654746,204,235.7517588,1267.026587
19-Mar-12,"2,906",2773.856604,2058.430817,278,264.2251833,340.5023746,,0.076237501,17.37823642,516,501.9875879,1233.56549
20-Mar-12,"5,886",5730.39283,2467.417742,456,446.4112592,193.8004215,,0.003811875,#DIV/0!,"4,062",3883.999379,2094.078725
21-Mar-12,"3,892",3983.919642,2585.206348,408,409.920563,195.0651472,3,2.850190594,1.72985002,"2,754",2810.499969,2162.492855
22-Mar-12,707,870.8459821,2816.81422,18,37.59602815,252.8864915,38,36.24250953,20.36734514,660,767.5249984,2488.321863
23-Mar-12,50,91.0422991,2220.486333,,1.879801407,227.3595922,,1.812125476,20.36734514,144,175.1762499,1448.025338
26-Mar-12,"1,100",1049.552115,2035.516814,450,427.5939901,343.7118173,,0.090606274,20.29375192,432,419.1588125,1301.203543
27-Mar-12,"8,160",7804.477606,4173.338108,465,463.1296995,259.6221113,,0.004530314,#DIV/0!,"3,648",3486.557941,1904.394679
28-Mar-12,"2,041",2329.17388,5316.456805,480,479.156485,259.804753,,0.000226516,#DIV/0!,"1,956",2032.527897,2068.331168
29-Mar-12,"3,582",3519.358694,5333.720294,31,53.40782425,259.8256156,44,41.80001133,25.40328107,768,831.2263949,2188.382494
30-Mar-12,705,845.7179347,3773.056332,,2.670391212,258.9265289,,2.090000566,25.40328107,384,406.3613197,1174.968065
02-Apr-12,"1,938",1883.385897,1887.0849,324,307.9335196,318.3797274,,0.104500028,25.40328107,570,561.818066,780.1324392
03-Apr-12,"9,366",8991.869295,4658.440683,470,461.896676,207.7805425,,0.005225001,#DIV/0!,252,267.4909033,328.0123473
04-Apr-12,"5,004",5203.393465,4935.777394,482,480.9948338,208.1044651,3,2.85026125,1.729034152,"7,212",6864.774545,4014.514144
05-Apr-12,"1,306",1500.869673,5387.711052,234,246.3497417,170.9543171,35,33.39251306,18.64201687,768,1072.838727,5338.316017
06-Apr-12,"1,108",1127.643484,3227.337598,,12.31748708,143.0740968,,1.669625653,18.64201687,12,65.04193636,5370.358314
09-Apr-12,"1,914",1874.682174,2306.684415,348,331.2158744,240.6167058,,0.083481283,18.56166032,786,749.9520968,3597.027439
10-Apr-12,"5,248",5079.334109,2012.624845,498,489.6607937,216.4098689,,0.004174064,#DIV/0!,"3,828",3674.097605,1925.230569
11-Apr-12,"2,517",2645.116705,2487.514543,420,423.4830397,220.1153639,3,2.850208703,1.729640911,"4,704",4652.50488,1919.623085
12-Apr-12,"1,043",1123.105835,2614.804465,30,49.67415198,249.9989822,35,33.39251044,18.64210336,864,1053.425244,2880.268915
13-Apr-12,200,246.1552918,1824.32256,,2.483707599,230.7101563,,1.669625522,18.64210336,78,126.7712622,2335.588618
16-Apr-12,"2,140",2045.307765,1528.130677,300,285.1241854,284.8068625,,0.083481276,18.56169066,906,867.0385631,2302.99957
17-Apr-12,"2,196",2188.465388,1219.49174,264,265.0562093,172.203538,,0.004174064,#DIV/0!,"3,828",3679.951928,1855.257795
18-Apr-12,"3,175",3125.673269,1235.935067,384,378.0528105,185.3912986,38,36.1002087,21.93690033,"4,518",4476.097596,1832.740628
19-Apr-12,"1,100",1201.283663,1303.75239,12,30.30264052,222.5522535,,1.805010435,21.93690033,720,907.8048798,2803.443499
20-Apr-12,100,155.0641832,1447.921319,,1.515132026,222.2178251,,0.090250522,21.93690033,84,125.190244,2272.241786
23-Apr-12,"1,434",1370.053209,1522.263088,350,332.5757566,291.7969404,39,37.05451253,22.46455434,444,428.0595122,2227.746492
24-Apr-12,"4,741",4572.45266,2176.52512,450,444.1287878,212.3127851,,1.852725626,22.46455434,"3,402",3253.302976,1791.146389
25-Apr-12,"3,398",3456.722633,2189.238691,12,33.60643939,327.6000842,,0.092636281,22.46455434,"4,788",4711.265149,1940.898129
26-Apr-12,289,447.3861317,2755.424226,445,424.430322,351.0785306,,0.004631814,#DIV/0!,"1,470",1632.063257,2689.821354
27-Apr-12,,22.36930658,1950.538877,,21.2215161,344.4705846,,0.000231591,#DIV/0!,30,110.1031629,2267.722896
30-Apr-12,550,523.6184653,1854.082058,,1.061075805,237.518183,,1.15795E-05,#DIV/0!,210,205.0051581,2088.251727
01-May-12,"4,820",4605.180923,2499.152419,716,680.2530538,412.7701803,1,0.950000579,0.577343584,"3,642",3470.150258,2190.092814
02-May-12,"3,622",3671.159046,2562.80661,577,582.1626527,417.0526979,37,35.19750003,20.82148278,"4,566",4511.207513,2083.570619
03-May-12,"1,029",1161.107952,2966.847005,224,241.9081326,465.503077,,1.759875001,20.82148278,948,1126.160376,2927.47149
04-May-12,312,354.4553976,1699.866021,,12.09540663,215.2066285,,0.08799375,20.81347687,432,466.7080188,2189.306821
07-May-12,"2,192",2100.12277,1921.679726,432,411.0047703,318.6431407,,0.004399688,#DIV/0!,636,627.5354009,2098.171123
08-May-12,"4,551",4428.456138,1835.243279,486,482.2502385,246.2682494,7,6.650219984,4.038911724,312,327.77677,450.9549095
09-May-12,"5,530",5474.922807,1879.429722,510,508.6125119,246.7888445,39,37.382511,19.10886959,"7,044",6708.188839,3883.120602
10-May-12,"1,485",1684.49614,2777.269767,32,55.8306256,279.0184105,,1.86912555,19.10886959,570,876.9094419,5256.252762
11-May-12,206,279.924807,2537.638911,,2.79153128,275.6383717,,0.093456277,18.6771542,186,220.5454721,5268.218312
14-May-12,"1,878",1798.09624,2624.200143,276,262.3395766,317.1762675,,0.004672814,#DIV/0!,600,581.0272736,3572.98679
15-May-12,"4,892",4737.304812,2184.188303,432,423.5169788,185.6767143,3,2.850233641,1.729352957,"3,474",3329.351364,1731.149213
16-May-12,"4,950",4939.365241,2014.226406,900,876.1758489,331.8953631,35,33.39251168,18.64206231,"6,396",6242.667568,2443.877438
17-May-12,"1,349",1528.518262,2739.111917,18,60.90879245,575.1192678,,1.669625584,18.64206231,"1,350",1594.633378,3728.798778
18-May-12,229,293.9759131,2207.918289,,3.045439622,566.7162303,,0.083481279,18.56167626,492,547.1316689,3394.030552
21-May-12,"2,072",1983.098796,2431.792201,405,384.902272,547.1237692,,0.004174064,#DIV/0!,612,608.7565834,2895.870865
22-May-12,"7,720",7433.15494,3547.870384,480,475.2451136,238.4750486,3,2.850208703,1.729640911,"3,714",3558.737829,1902.852678
23-May-12,"1,314",1619.957747,4950.335418,594,588.0622557,248.1355608,36,34.34251044,19.21703789,"4,728",4669.536891,1916.065291
24-May-12,"1,364",1376.797887,4844.9839,24,52.20311278,337.2993375,,1.717125522,19.21703789,210,432.9768446,3209.214857
25-May-12,"1,088",1102.439894,3539.914112,,2.610155639,332.8007168,,0.085856276,19.13904093,"1,152",1116.048842,2693.921405
29-May-12,"4,497",4327.271995,1972.47365,,0.130507782,325.6614952,,0.004292814,#DIV/0!,"4,536",4365.002442,3271.112426
30-May-12,"5,332",5281.7636,2050.684511,,0.006525389,#DIV/0!,41,38.95021464,23.66888258,"2,190",2298.750122,2376.530794
31-May-12,,264.08818,2043.894703,,0.000326269,#DIV/0!,,1.947510732,23.66888258,840,912.9375061,2486.942799
01-Jun-12,463,453.054409,591.3386725,,1.63135E-05,#DIV/0!,,0.097375537,23.66888258,114,153.9468753,1580.810834
04-Jun-12,"1,397",1349.80272,556.9557705,698,663.1000008,402.9904785,,0.004868777,#DIV/0!,624,600.4973438,997.8648869
05-Jun-12,"4,046",3911.190136,1653.287529,840,831.155,415.7313183,3,2.850243439,1.729239818,"3,852",3689.424867,1952.051963
06-Jun-12,"3,170",3207.059507,1703.904914,954,947.85775,421.7378652,38,36.24251217,20.36726293,"3,714",3712.771243,1896.82396
07-Jun-12,"1,233",1331.702975,1976.170836,46,91.0928875,535.3291526,,1.812125609,20.36726293,996,1131.838562,2446.338723
08-Jun-12,158,216.6851488,1393.299732,,4.554644375,525.4960499,,0.09060628,20.29372141,192,238.9919281,1659.793807
11-Jun-12,"2,654",2532.134257,1933.476428,252,239.6277322,539.9310466,,0.004530314,#DIV/0!,210,211.4495964,1659.817565
12-Jun-12,"5,506",5357.306713,2321.060089,480,467.9813866,199.1716438,,0.000226516,#DIV/0!,"4,362",4154.47248,2457.044682
13-Jun-12,"2,990",3108.365336,2606.94727,612,604.7990693,215.8312552,43,40.85001133,24.8259308,"4,542",4522.623624,2406.801942
14-Jun-12,"1,196",1291.618267,2456.634534,6,35.93995347,381.6981851,,2.042500566,24.8259308,"1,032",1206.531181,3139.0922
15-Jun-12,307,356.2309133,1846.686707,,1.796997673,355.5754427,,0.102125028,24.8259308,168,219.9265591,2114.48795
18-Jun-12,"1,588",1526.411546,1431.068295,342,324.9898499,397.6172398,,0.005106251,#DIV/0!,438,427.096328,2106.383656
19-Jun-12,"4,639",4483.370577,2014.52518,540,529.2494925,232.3556523,,0.000255313,#DIV/0!,"4,026",3846.054816,2166.272581
20-Jun-12,"3,559",3605.218529,2004.987359,588,585.0624746,234.8184189,42,39.90001277,24.2485639,"4,632",4592.702741,2130.522119
21-Jun-12,"1,015",1144.510926,2398.047809,30,57.75312373,345.3381616,,1.995000638,24.2485639,"1,032",1210.035137,2957.950951
22-Jun-12,207,253.8755463,1677.559709,,2.887656187,322.2555781,,0.099750032,24.2485639,120,174.5017569,2197.308235
25-Jun-12,"5,036",4796.893777,3186.265999,338,321.2443828,374.3414812,,0.004987502,#DIV/0!,708,681.3250878,2171.896328
26-Jun-12,"7,454",7321.144689,3204.572489,492,483.4622191,217.1464665,,0.000249375,#DIV/0!,702,700.9662544,700.7673003
27-Jun-12,"5,668",5750.657234,3299.586597,388,392.773111,224.0318423,42,39.90001247,24.24856733,"9,720",9269.048313,5216.2572
28-Jun-12,"1,219",1445.582862,3179.571152,31,49.08865555,237.45196,,1.995000623,24.24856733,678,1107.552416,7191.418689
29-Jun-12,52,121.6791431,2898.900817,,2.454432777,216.0191497,,0.099750031,24.24856733,54,106.6776208,7217.087444
02-Jul-12,"6,959",6617.133957,4803.712002,391,371.5727216,306.5112514,8,7.604987502,4.561211446,426,410.033881,5000.60165
03-Jul-12,"4,963",5045.706698,4140.337701,480,474.5786361,232.8977834,33,31.73024938,15.35491897,"4,560",4352.501694,2478.854457
05-Jul-12,"2,176",2319.485335,4386.355062,480,479.7289318,232.9188154,,1.586512469,15.35491897,"6,894",6766.925085,2815.634873
06-Jul-12,50,163.4742667,2318.184589,,23.98644659,62.67872015,,0.079325623,14.6618173,282,606.2462542,4681.014341
09-Jul-12,"1,432",1368.573713,2235.690628,111,106.6493223,50.33471189,,0.003966281,#DIV/0!,618,617.4123127,4021.343272
10-Jul-12,"3,352",3252.828686,1888.006096,546,524.0324661,258.5861407,,0.000198314,#DIV/0!,330,344.3706156,3747.754765
11-Jul-12,"4,383",4326.491434,1507.804648,578,575.3016233,260.4565678,40,38.00000992,23.09389627,"6,384",6082.018531,3490.934311
12-Jul-12,982,1149.224572,2337.868687,,28.76508117,255.5657206,,1.900000496,23.09389627,996,1250.300927,4561.699736
13-Jul-12,256,300.6612286,2102.439875,,1.438254058,31.15817022,,0.095000025,23.09389627,162,216.4150463,4601.778877
16-Jul-12,"1,683",1613.883061,2152.079116,368,349.6719127,211.6345227,,0.004750001,#DIV/0!,570,552.3207523,3009.817587
17-Jul-12,50,128.1941531,1310.781045,"1,213",1169.833596,541.5111264,,0.0002375,#DIV/0!,48,73.21603762,721.9789118
18-Jul-12,"4,453",4236.759708,2772.516085,12,69.89167978,860.2870713,42,39.90001188,24.24857419,"4,872",4632.060802,2793.306837
19-Jul-12,"1,163",1316.687985,3193.62253,24,26.29458399,834.2701536,,1.995000594,24.24857419,"3,942",3976.50304,2814.1814
20-Jul-12,"1,300",1300.834399,3063.343644,,1.314729199,669.0004189,,0.09975003,24.24857419,"2,220",2307.825152,2977.124696
23-Jul-12,"1,937",1905.19172,1812.271494,258,245.1657365,150.5471958,,0.004987501,#DIV/0!,588,673.9912576,1474.142168
24-Jul-12,"4,333",4211.609586,1449.050057,482,470.1582868,201.6414281,,0.000249375,#DIV/0!,"3,654",3504.999563,2230.36272
25-Jul-12,"2,844",2912.380479,1650.183393,396,399.7079143,206.1368867,55,52.25001247,31.75412083,"6,432",6285.649978,2608.037718
26-Jul-12,"2,085",2126.369024,1678.210106,28,46.58539572,258.0417883,,2.612500623,31.75412083,"3,018",3181.382499,3061.879599
27-Jul-12,50,153.8184512,1512.858526,,2.329269786,218.8349645,,0.130625031,31.75412083,42,198.9691249,3114.513895
30-Jul-12,"2,206",2103.390923,1751.886211,463,439.9664635,341.752491,,0.006531252,#DIV/0!,960,921.9484562,2652.824083
31-Jul-12,"3,282",3223.069546,1817.679545,,21.99832317,265.9683701,,0.000326563,#DIV/0!,564,581.8974228,1876.434346
01-Aug-12,"3,892",3858.553477,1419.863423,915,870.3499162,580.1349028,54,51.30001633,31.176726,"2,532",2434.494871,1226.131471
02-Aug-12,"1,030",1171.427674,1810.828731,,43.51749581,515.5747585,,2.565000816,31.176726,"6,276",6083.924744,2495.875853
03-Aug-12,102,155.4713837,1788.095661,,2.17587479,515.5747585,,0.128250041,31.176726,144,440.9962372,4236.459515
